bp0,bp1,id,generation,length,diameter,name,InArea,OutArea,InPeri,OutPeri
13,102,26,4,17.4588,4.87462,LB1,18.6626,51.4033,15.6399,25.9018
13,22,27,4,8.88274,5.55464,LB2,24.2327,64.0147,17.6932,29.0788
7,12,12,3,12.0238,6.81535,LB3,36.481,93.563,21.8619,34.7563
307,308,14,4,11.0158,4.82188,LB4,18.2609,53.5219,15.6716,26.9658
307,309,15,4,20.5311,3.79444,LB5,11.308,35.9787,12.7736,22.3178
5,9,9,3,13.0173,6.10569,LB6,29.2792,76.8883,20.2254,31.9859
8,15,17,4,16.2397,4.71268,LB8,17.4432,56.8106,15.1327,27.3659
14,24,33,4,9.21704,5.56738,LB9,24.344,72.9589,17.693,30.6245
14,23,32,4,15.1813,5.93565,LB10,27.6711,77.5367,19.026,31.5793
19,94,44,3,15.5262,4.78818,RB1,18.0066,54.1195,15.4535,26.7128
11,18,22,3,7.96846,6.01218,RB2,28.3892,78.65,19.3569,32.0589
19,33,45,3,11.451,6.37321,RB3,31.9011,83.3288,20.2603,32.5631
31,162,73,4,8.73109,4.31618,RB4,14.6315,53.7225,14.0723,26.6752
31,46,72,4,7.05452,5.33821,RB5,22.3811,66.7558,17.2485,29.4913
130,196,40,3,12.1677,4.80084,RB6,18.1019,54.5348,15.6906,26.6529
131,132,70,4,5.88872,5.69166,RB7,25.443,76.3271,18.172,31.2693
227,229,143,5,12.1377,4.79799,RB8,18.0804,61.5091,15.4557,28.0909
228,238,175,5,12.6639,4.63054,RB9,16.8404,59.9169,15.077,27.8735
228,271,176,5,16.6887,5.79975,RB10,26.4185,77.1112,18.6666,31.4514
